Anos,LAMBDA,PRM,RMF,RD,mean,std,cr0,cr1,cr2,cr3,Re_real,Re_spread
20,TRUE,FALSE,FALSE,FALSE,300.44,758.26,224.62,376.27,527.92,679.57,894.6,404.67
20,TRUE,FALSE,FALSE,FALSE,301.07,758.61,225.21,376.93,528.65,680.37,893.95,405.34
30,TRUE,FALSE,FALSE,FALSE,437.45,911.84,346.27,528.64,711.01,893.37,1064.33,575.62
20,TRUE,FALSE,FALSE,FALSE,294.47,762.98,218.17,370.77,523.37,675.96,886.23,397.03
30,TRUE,FALSE,FALSE,FALSE,430.89,908.93,339.99,521.78,703.56,885.35,1056.93,567.68
20,TRUE,FALSE,FALSE,FALSE,287.21,762.08,211,363.42,515.84,668.25,879.42,388.39
20,TRUE,FALSE,FALSE,FALSE,306.03,756.97,230.33,381.73,533.12,684.51,899.1,411.36
30,TRUE,FALSE,FALSE,FALSE,429.21,901.18,339.1,519.33,699.57,879.81,1054.68,565.56
10,TRUE,FALSE,FALSE,FALSE,460.92,704.14,390.5,531.33,672.16,812.99,1094.01,605.05
20,TRUE,FALSE,FALSE,FALSE,306.1,758.85,230.22,381.99,533.76,685.53,899.04,411.36
10PRM30,TRUE,FALSE,FALSE,FALSE,233.32,887.24,144.6,322.04,499.49,676.94,808.98,320.34
20,TRUE,FALSE,FALSE,FALSE,304.29,763.05,227.98,380.59,533.2,685.81,896.3,408.95
20,TRUE,FALSE,FALSE,FALSE,292.86,759.18,216.94,368.78,520.62,672.45,885.16,395.31
30,TRUE,FALSE,FALSE,FALSE,430.77,908.2,339.95,521.59,703.24,884.88,1056.21,567.6
30,TRUE,FALSE,FALSE,FALSE,442.04,905.54,351.48,532.59,713.7,894.81,1071.32,581.65
30,TRUE,FALSE,FALSE,FALSE,432.71,907.11,342,523.42,704.84,886.26,1057.74,569.73
30,TRUE,FALSE,FALSE,FALSE,438.06,903.09,347.75,528.37,708.99,889.6,1066.41,576.84
10PRM30,TRUE,FALSE,FALSE,FALSE,229.84,882.28,141.62,318.07,494.53,670.98,804.57,315.94
10PRM30,TRUE,FALSE,FALSE,FALSE,232.26,882.78,143.98,320.54,497.09,673.65,808.56,319.35
10PRM30,TRUE,FALSE,FALSE,FALSE,223.39,879.52,135.44,311.34,487.25,663.15,796.83,308.12
20,TRUE,FALSE,FALSE,FALSE,305.61,760.59,229.55,381.67,533.79,685.91,900.16,411.01
20,TRUE,FALSE,FALSE,FALSE,291.15,759.09,215.24,367.06,518.88,670.7,880.91,392.55
30,TRUE,FALSE,FALSE,FALSE,436.5,904.68,346.03,526.97,707.9,888.84,1062.81,574.44
10PRM30,TRUE,FALSE,FALSE,FALSE,214.46,887.44,125.71,303.2,480.69,658.17,788.05,297.36
10PRM30,TRUE,FALSE,FALSE,FALSE,226.71,882.25,138.48,314.93,491.38,667.83,801.6,312.38
10,TRUE,FALSE,FALSE,FALSE,476.29,704.87,405.8,546.78,687.75,828.72,1111.07,624.04
10,TRUE,FALSE,FALSE,FALSE,463.46,702.11,393.25,533.67,674.09,814.51,1097.6,608.48
10,TRUE,FALSE,FALSE,FALSE,464.47,702.99,394.17,534.77,675.36,815.96,1097.13,609.35
10PRM30,TRUE,FALSE,FALSE,FALSE,230.59,883.21,142.27,318.91,495.56,672.2,805.91,317.12
10PRM30,TRUE,FALSE,FALSE,FALSE,221.92,885.67,133.35,310.48,487.62,664.75,796.58,306.56
20,TRUE,FALSE,FALSE,FALSE,295.68,756.41,220.04,371.32,522.6,673.88,887.47,398.41
20,TRUE,FALSE,FALSE,FALSE,301.53,755.07,226.02,377.04,528.05,679.06,894.73,405.8
10PRM30,TRUE,FALSE,FALSE,FALSE,233.03,884.14,144.62,321.45,498.28,675.11,809.3,320.26
10PRM30,TRUE,FALSE,FALSE,FALSE,220.98,882,132.78,309.18,485.58,661.98,794.57,305.06
20,TRUE,FALSE,FALSE,FALSE,303.83,759.28,227.9,379.76,531.61,683.47,897.83,408.68
10PRM30,TRUE,FALSE,FALSE,FALSE,235.62,881.78,147.44,323.79,500.15,676.5,811.84,323.28
10PRM30,TRUE,FALSE,FALSE,FALSE,227.44,880.66,139.38,315.51,491.64,667.78,801.86,313.09
10,TRUE,FALSE,FALSE,FALSE,471.22,704.68,400.75,541.69,682.62,823.56,1106.24,617.83
20,TRUE,FALSE,FALSE,FALSE,300.17,757.58,224.41,375.93,527.45,678.96,894.84,404.63
30,TRUE,FALSE,FALSE,FALSE,443.64,897.75,353.86,533.41,712.96,892.51,1072.6,583.69
30,TRUE,FALSE,FALSE,FALSE,428.84,908.36,338,519.67,701.34,883.01,1054.58,565.17
30,TRUE,FALSE,FALSE,FALSE,428.14,909.68,337.17,519.11,701.05,882.98,1054.54,564.54
20,TRUE,FALSE,FALSE,FALSE,299.91,757.11,224.2,375.62,527.04,678.47,892.3,403.74
30,TRUE,FALSE,FALSE,FALSE,435.8,901.42,345.66,525.95,706.23,886.51,1063.79,573.8
10,TRUE,FALSE,FALSE,FALSE,465.69,704.58,395.23,536.15,677.07,817.98,1099.47,610.99
10PRM30,TRUE,FALSE,FALSE,FALSE,224.4,885.58,135.84,312.96,490.07,667.19,798.46,309.38
10,TRUE,FALSE,FALSE,FALSE,468.97,703.96,398.57,539.36,680.15,820.94,1104.58,615.37
20,TRUE,FALSE,FALSE,FALSE,303.72,759.76,227.74,379.7,531.65,683.6,896.77,408.47
30,TRUE,FALSE,FALSE,FALSE,432.11,911.41,340.97,523.25,705.53,887.81,1056.33,568.74
20,TRUE,FALSE,FALSE,FALSE,302.71,758,226.91,378.51,530.11,681.71,896.2,407.19
10PRM30,TRUE,FALSE,FALSE,FALSE,235.47,882.22,147.25,323.69,500.13,676.58,809.71,322.55
20,TRUE,FALSE,FALSE,FALSE,301.87,758.3,226.04,377.7,529.36,681.02,894.56,405.96
30,TRUE,FALSE,FALSE,FALSE,426.48,911.66,335.32,517.65,699.98,882.32,1052.09,562.31
10,TRUE,FALSE,FALSE,FALSE,471.48,705.96,400.88,542.07,683.26,824.45,1106.91,618.4
10,TRUE,FALSE,FALSE,FALSE,467.64,701.75,397.46,537.82,678.17,818.52,1102.64,613.53
30,TRUE,FALSE,FALSE,FALSE,434.09,903.44,343.74,524.43,705.12,885.81,1062.07,571.88
20,TRUE,FALSE,FALSE,FALSE,300.33,761.92,224.14,376.52,528.91,681.29,894.46,404.43
10PRM30,TRUE,FALSE,FALSE,FALSE,229.45,884.45,141,317.89,494.78,671.67,804.75,315.81
10,TRUE,FALSE,FALSE,FALSE,461.05,705.49,390.51,531.6,672.7,813.8,1095.46,605.49
10PRM30,TRUE,FALSE,FALSE,FALSE,220.97,882.1,132.76,309.18,485.6,662.02,794.46,305.24
10PRM30,TRUE,FALSE,FALSE,FALSE,228.15,884.06,139.74,316.55,493.37,670.18,802.8,313.94
10,TRUE,FALSE,FALSE,FALSE,461.16,705.41,390.62,531.7,672.78,813.87,1095.67,605.85
30,TRUE,FALSE,FALSE,FALSE,437.9,903.67,347.54,528.27,709.01,889.74,1066.44,576.65
10,TRUE,FALSE,FALSE,FALSE,469.4,701.48,399.25,539.55,679.84,820.14,1103.97,615.65
20,TRUE,FALSE,FALSE,FALSE,293.13,761.32,217,369.26,521.53,673.79,885.85,395.6
10PRM30,TRUE,FALSE,FALSE,FALSE,234.48,880.65,146.41,322.54,498.67,674.81,810.48,321.71
10,TRUE,FALSE,FALSE,FALSE,469.45,699.41,399.51,539.39,679.27,819.16,1103.54,615.65
10PRM30,TRUE,FALSE,FALSE,FALSE,216.48,884.46,128.03,304.92,481.82,658.71,790.28,299.73
10PRM30,TRUE,FALSE,FALSE,FALSE,236.91,883.44,148.57,325.25,501.94,678.63,812.26,324.73
20,TRUE,FALSE,FALSE,FALSE,287.39,760.92,211.3,363.48,515.66,667.85,877.3,388.04
20,TRUE,FALSE,FALSE,FALSE,303.38,760.99,227.28,379.48,531.67,683.87,898.19,408.33
20,TRUE,FALSE,FALSE,FALSE,293.32,754.53,217.86,368.77,519.68,670.58,885.39,395.77
30,TRUE,FALSE,FALSE,FALSE,429.81,908.41,338.97,520.65,702.33,884.02,1053.64,565.94
30,TRUE,FALSE,FALSE,FALSE,437.64,908.08,346.83,528.44,710.06,891.68,1064.19,576
20,TRUE,FALSE,FALSE,FALSE,294.36,755.97,218.76,369.95,521.15,672.34,887.71,397.15
20,TRUE,FALSE,FALSE,FALSE,305.66,755.44,230.11,381.2,532.29,683.38,899.8,410.89
30,TRUE,FALSE,FALSE,FALSE,432.1,904.76,341.63,522.58,703.53,884.48,1057.44,569.05
20,TRUE,FALSE,FALSE,FALSE,298.52,760.62,222.46,374.58,526.71,678.83,893.26,402.55
20,TRUE,FALSE,FALSE,FALSE,300.14,762.56,223.88,376.4,528.91,681.42,891.51,403.82
20,TRUE,FALSE,FALSE,FALSE,286.37,756.89,210.68,362.06,513.44,664.82,877.37,387.25
20,TRUE,FALSE,FALSE,FALSE,297.36,754.86,221.87,372.84,523.82,674.79,888.21,400.32
20,TRUE,FALSE,FALSE,FALSE,305.22,764.22,228.8,381.64,534.48,687.32,899.46,410.55
10PRM30,TRUE,FALSE,FALSE,FALSE,216.53,882.62,128.27,304.8,481.32,657.85,790.78,299.93
10PRM30,TRUE,FALSE,FALSE,FALSE,229.79,882.8,141.51,318.07,494.62,671.18,804.91,316.13
30,TRUE,FALSE,FALSE,FALSE,434.68,902.47,344.43,524.93,705.42,885.91,1063.15,572.68
20,TRUE,FALSE,FALSE,FALSE,301.08,761.97,224.88,377.28,529.67,682.06,894.67,405.35
30,TRUE,FALSE,FALSE,FALSE,429.45,907.48,338.7,520.2,701.69,883.19,1054.52,565.67
20,TRUE,FALSE,FALSE,FALSE,296.9,760.19,220.88,372.92,524.95,676.99,890.02,400.26
10PRM30,TRUE,FALSE,FALSE,FALSE,231.31,881.09,143.2,319.41,495.63,671.85,806.15,317.94
10,TRUE,FALSE,FALSE,FALSE,468.72,704.22,398.3,539.14,679.98,820.83,1105.13,615.17
10,TRUE,FALSE,FALSE,FALSE,470.63,706.55,399.98,541.29,682.6,823.91,1105.66,617.06
10,TRUE,FALSE,FALSE,FALSE,463.84,702.64,393.58,534.11,674.64,815.16,1099.82,609.26
10PRM30,TRUE,FALSE,FALSE,FALSE,225.16,884.82,136.68,313.64,490.61,667.57,800.07,310.53
10,TRUE,FALSE,FALSE,FALSE,475.84,697.97,406.05,545.64,685.24,824.83,1115.14,624.33
30,TRUE,FALSE,FALSE,FALSE,434.36,902.1,344.15,524.57,704.99,885.41,1061.96,572.06
30,TRUE,FALSE,FALSE,FALSE,430.57,910.31,339.54,521.6,703.66,885.73,1055.82,567.17
20,TRUE,FALSE,FALSE,FALSE,303.38,760.49,227.33,379.42,531.52,683.62,897.07,408.29
10PRM30,TRUE,FALSE,FALSE,FALSE,233.31,884.66,144.85,321.78,498.71,675.64,808.92,320.33
20,TRUE,FALSE,FALSE,FALSE,298.75,761.44,222.61,374.89,527.18,679.47,890.34,402.2
20,TRUE,FALSE,FALSE,FALSE,298.5,755.07,222.99,374,525.02,676.03,892.79,402.47
20,TRUE,FALSE,FALSE,FALSE,295.72,758.6,219.86,371.58,523.3,675.02,886.87,398.54
10,TRUE,FALSE,FALSE,FALSE,465.12,707.46,394.37,535.86,677.36,818.85,1101.63,610.82
10,TRUE,FALSE,FALSE,FALSE,466.31,704.42,395.86,536.75,677.63,818.52,1101.1,611.98
10,TRUE,FALSE,FALSE,FALSE,468.48,703.69,398.11,538.85,679.59,820.33,1102.62,614.4
10,TRUE,FALSE,FALSE,FALSE,453.52,705.79,382.94,524.1,665.25,806.41,1085.71,595.99
10,TRUE,FALSE,FALSE,FALSE,467.57,703.38,397.23,537.91,678.59,819.26,1102.06,613.39
10PRM30,TRUE,FALSE,FALSE,FALSE,213.88,884.32,125.45,302.31,479.17,656.04,785.63,296.42
10,TRUE,FALSE,FALSE,FALSE,473.44,705.08,402.93,543.95,684.96,825.98,1108.27,620.53
30,TRUE,FALSE,FALSE,FALSE,437.03,904.82,346.55,527.51,708.48,889.44,1062.66,575.12
30,TRUE,FALSE,FALSE,FALSE,433.65,902.1,343.44,523.86,704.28,884.7,1058.32,570.75
10,TRUE,FALSE,FALSE,FALSE,467.75,704.38,397.31,538.18,679.06,819.94,1102.95,613.77
20,TRUE,FALSE,FALSE,FALSE,295.52,759.34,219.59,371.46,523.32,675.19,888.28,398.51
10,TRUE,FALSE,FALSE,FALSE,468.89,703.21,398.56,539.21,679.85,820.49,1104.14,615.29
30,TRUE,FALSE,FALSE,FALSE,435.22,913.19,343.9,526.54,709.18,891.81,1061.45,573.07
10PRM30,TRUE,FALSE,FALSE,FALSE,227.23,880.18,139.21,315.24,491.28,667.32,801.94,312.91
10,TRUE,FALSE,FALSE,FALSE,472.52,701.89,402.33,542.71,683.09,823.46,1108.15,619.68
10PRM30,TRUE,FALSE,FALSE,FALSE,229.45,884.02,141.05,317.86,494.66,671.46,804.87,315.71
30,TRUE,FALSE,FALSE,FALSE,427.38,908.13,336.57,518.19,699.82,881.45,1052.43,563.38
10,TRUE,FALSE,FALSE,FALSE,460.8,707.54,390.04,531.55,673.06,814.57,1093.69,604.91
20,TRUE,FALSE,FALSE,FALSE,293.32,755.19,217.8,368.84,519.88,670.92,885.08,395.78
30,TRUE,FALSE,FALSE,FALSE,430.91,906.09,340.3,521.52,702.74,883.95,1055.95,567.57
10PRM30,TRUE,FALSE,FALSE,FALSE,229.32,885.22,140.8,317.84,494.89,671.93,804.64,315.58
20,TRUE,FALSE,FALSE,FALSE,296.83,758.76,220.96,372.71,524.46,676.22,890.36,400.11
10,TRUE,FALSE,FALSE,FALSE,468.05,705.96,397.45,538.64,679.83,821.03,1104.9,614.4
30,TRUE,FALSE,FALSE,FALSE,434.55,899.28,344.62,524.48,704.33,884.19,1063.08,572.48
20,TRUE,FALSE,FALSE,FALSE,291.42,757.88,215.64,367.21,518.79,670.36,882.41,393.17
30,TRUE,FALSE,FALSE,FALSE,433.76,903.5,343.41,524.11,704.81,885.51,1058.54,570.93
10PRM30,TRUE,FALSE,FALSE,FALSE,225.27,884.87,136.78,313.76,490.73,667.71,797.9,310.03
30,TRUE,FALSE,FALSE,FALSE,432.23,912.77,340.95,523.51,706.06,888.61,1058.31,569.33
20,TRUE,FALSE,FALSE,FALSE,294.02,758.05,218.22,369.83,521.44,673.05,885.77,396.54
20,TRUE,FALSE,FALSE,FALSE,295.78,756.98,220.08,371.48,522.87,674.27,886.36,398.52
20,TRUE,FALSE,FALSE,FALSE,299.11,756.31,223.48,374.74,526.01,677.27,892.44,402.9
10PRM30,TRUE,FALSE,FALSE,FALSE,226.81,887.06,138.1,315.51,492.92,670.34,800.37,312.25
10,TRUE,FALSE,FALSE,FALSE,464.83,705.29,394.3,535.36,676.42,817.47,1097.46,609.77
20,TRUE,FALSE,FALSE,FALSE,306.49,756.61,230.83,382.15,533.47,684.8,901.23,412.22
30,TRUE,FALSE,FALSE,FALSE,437.2,904.88,346.71,527.69,708.66,889.64,1065.05,575.63
10PRM30,TRUE,FALSE,FALSE,FALSE,225.72,883.33,137.39,314.06,490.72,667.39,799.55,310.91
30,TRUE,FALSE,FALSE,FALSE,428.82,907.99,338.02,519.62,701.22,882.81,1053.38,564.94
10,TRUE,FALSE,FALSE,FALSE,467.09,699.73,397.11,537.06,677.01,816.95,1101.09,612.87
10,TRUE,FALSE,FALSE,FALSE,461.48,705.91,390.89,532.07,673.26,814.44,1094.31,605.66
20,TRUE,FALSE,FALSE,FALSE,305.25,761.53,229.1,381.4,533.71,686.02,899.16,410.5
10,TRUE,FALSE,FALSE,FALSE,472.01,704.98,401.51,542.51,683.5,824.5,1108.14,619.21
30,TRUE,FALSE,FALSE,FALSE,433.32,901.51,343.17,523.47,703.78,884.08,1060.04,570.85
20,TRUE,FALSE,FALSE,FALSE,293.99,760.59,217.93,370.05,522.16,674.28,885.11,396.4
30,TRUE,FALSE,FALSE,FALSE,434.58,908.08,343.77,525.39,707,888.62,1062.19,572.53
10,TRUE,FALSE,FALSE,FALSE,461.22,700.28,391.19,531.25,671.3,811.36,1094.88,605.63
10,TRUE,FALSE,FALSE,FALSE,469.64,703.28,399.31,539.97,680.62,821.28,1104.24,615.78
20,TRUE,FALSE,FALSE,FALSE,300.88,760.12,224.87,376.9,528.92,680.94,892.31,404.84
10,TRUE,FALSE,FALSE,FALSE,462.55,702.98,392.25,532.85,673.45,814.04,1096.67,607.33
20,TRUE,FALSE,FALSE,FALSE,301.57,751.62,226.4,376.73,527.05,677.37,895.75,406.16
20,TRUE,FALSE,FALSE,FALSE,303.16,755.14,227.65,378.67,529.7,680.73,898.27,408.2
10,TRUE,FALSE,FALSE,FALSE,466.92,703.82,396.54,537.31,678.07,818.84,1101.24,612.55
10PRM30,TRUE,FALSE,FALSE,FALSE,230.9,885.93,142.31,319.5,496.68,673.87,807.67,317.86
10,TRUE,FALSE,FALSE,FALSE,471.56,700.19,401.55,541.58,681.62,821.66,1106.16,617.99
10PRM30,TRUE,FALSE,FALSE,FALSE,234.15,882.22,145.93,322.37,498.82,675.26,812.53,321.86
20,TRUE,FALSE,FALSE,FALSE,293.99,755.88,218.4,369.58,520.75,671.93,886.32,396.56
30,TRUE,FALSE,FALSE,FALSE,440.08,908.88,349.19,530.96,712.74,894.52,1068.55,579.29
20,TRUE,FALSE,FALSE,FALSE,294.3,760.83,218.22,370.39,522.55,674.72,884.79,396.63
10PRM30,TRUE,FALSE,FALSE,FALSE,224.05,885.68,135.48,312.61,489.75,666.88,798.18,309
30,TRUE,FALSE,FALSE,FALSE,430.44,904.19,340.02,520.86,701.7,882.53,1056.51,567.17
10PRM30,TRUE,FALSE,FALSE,FALSE,220.44,884.19,132.03,308.86,485.7,662.54,792.55,304.34
20,TRUE,FALSE,FALSE,FALSE,297.18,762.8,220.9,373.46,526.02,678.58,891.43,400.66
30,TRUE,FALSE,FALSE,FALSE,424.78,911.01,333.68,515.88,698.08,880.29,1049.14,560.02
30,TRUE,FALSE,FALSE,FALSE,439.73,904.01,349.33,530.13,710.93,891.74,1067.41,578.69
10PRM30,TRUE,FALSE,FALSE,FALSE,228.6,882.8,140.32,316.88,493.44,670,804.63,314.67
20,TRUE,FALSE,FALSE,FALSE,297.66,760.53,221.61,373.72,525.82,677.93,888.69,400.67
10,TRUE,FALSE,FALSE,FALSE,466.61,703.7,396.24,536.98,677.72,818.46,1101.54,612.26
30,TRUE,FALSE,FALSE,FALSE,434,903.73,343.63,524.37,705.12,885.86,1060.2,571.54
10PRM30,TRUE,FALSE,FALSE,FALSE,227.71,882.48,139.46,315.96,492.45,668.95,803.21,313.55
10PRM30,TRUE,FALSE,FALSE,FALSE,237.05,884.33,148.62,325.48,502.35,679.21,812.83,325
30,TRUE,FALSE,FALSE,FALSE,441.11,907.55,350.35,531.86,713.37,894.88,1068.97,580.28
30,TRUE,FALSE,FALSE,FALSE,441.42,908.04,350.62,532.23,713.83,895.44,1070.51,580.85
10,TRUE,FALSE,FALSE,FALSE,468.4,699.32,398.46,538.33,678.19,818.05,1103.77,614.45
10,TRUE,FALSE,FALSE,FALSE,474.34,701.36,404.2,544.47,684.74,825.02,1109.35,621.61
30,TRUE,FALSE,FALSE,FALSE,435.9,906.92,345.21,526.59,707.97,889.36,1062.49,573.81
10PRM30,TRUE,FALSE,FALSE,FALSE,223.96,885.09,135.45,312.46,489.48,666.5,797.25,308.75
20,TRUE,FALSE,FALSE,FALSE,296.18,762.33,219.95,372.42,524.88,677.35,888.49,399.23
10PRM30,TRUE,FALSE,FALSE,FALSE,222.41,889.9,133.42,311.4,489.38,667.36,797.27,307.2
30,TRUE,FALSE,FALSE,FALSE,438.88,904.5,348.43,529.33,710.23,891.13,1067.2,577.71
10PRM30,TRUE,FALSE,FALSE,FALSE,229.88,884.75,141.4,318.35,495.3,672.25,805.86,316.23
10PRM30,TRUE,FALSE,FALSE,FALSE,218.18,878.2,130.36,306,481.64,657.28,789.78,301.49
20,TRUE,FALSE,FALSE,FALSE,295.97,757.06,220.26,371.67,523.08,674.49,888.62,398.97
30,TRUE,FALSE,FALSE,FALSE,432.6,908.08,341.79,523.41,705.02,886.64,1056.82,569.43
10PRM30,TRUE,FALSE,FALSE,FALSE,231.15,884.62,142.69,319.61,496.53,673.46,808.09,318.15
30,TRUE,FALSE,FALSE,FALSE,435.47,907.58,344.71,526.23,707.74,889.26,1062.82,573.58
20,TRUE,FALSE,FALSE,FALSE,300.19,760.31,224.16,376.22,528.28,680.35,894.19,404.29
10PRM30,TRUE,FALSE,FALSE,FALSE,226.2,883.58,137.85,314.56,491.28,667.99,800.32,311.54
20,TRUE,FALSE,FALSE,FALSE,294.25,762.97,217.95,370.54,523.14,675.73,886.85,397.05
10PRM30,TRUE,FALSE,FALSE,FALSE,237.67,883.11,149.36,325.98,502.61,679.23,814.73,325.78
10PRM30,TRUE,FALSE,FALSE,FALSE,225.72,883.83,137.34,314.1,490.87,667.63,799.31,310.95
10,TRUE,FALSE,FALSE,FALSE,468.05,704,397.65,538.45,679.25,820.05,1102.66,613.93
20,TRUE,FALSE,FALSE,FALSE,301.4,758.07,225.59,377.2,528.82,680.43,893.07,405.46
10,TRUE,FALSE,FALSE,FALSE,467.74,707.74,396.96,538.51,680.06,821.61,1103.44,613.85
20,TRUE,FALSE,FALSE,FALSE,303,760.09,226.99,379.01,531.03,683.05,896.32,407.62
10,TRUE,FALSE,FALSE,FALSE,463.17,705.32,392.64,533.7,674.76,815.83,1096.09,607.79
10PRM30,TRUE,FALSE,FALSE,FALSE,224.87,883.04,136.57,313.18,489.79,666.39,799.51,310.09
30,TRUE,FALSE,FALSE,FALSE,439.93,900.63,349.87,529.99,710.12,890.24,1068.82,579.21
10PRM30,TRUE,FALSE,FALSE,FALSE,234.3,883.3,145.97,322.63,499.29,675.94,809.87,321.7
20,TRUE,FALSE,FALSE,FALSE,297.39,760.04,221.38,373.39,525.4,677.4,887.64,400.08
30,TRUE,FALSE,FALSE,FALSE,437.78,904.06,347.37,528.18,708.99,889.81,1063.3,575.91
30,TRUE,FALSE,FALSE,FALSE,441.09,905.25,350.57,531.62,712.66,893.71,1067.76,579.98
30,TRUE,FALSE,FALSE,FALSE,436.02,908.61,345.16,526.88,708.61,890.33,1063.52,574.13
20,TRUE,FALSE,FALSE,FALSE,294.74,759.11,218.83,370.65,522.47,674.29,885.79,397.31
10,TRUE,FALSE,FALSE,FALSE,469.68,700.74,399.61,539.76,679.9,820.05,1105.56,616.23
20,TRUE,FALSE,FALSE,FALSE,296.24,762.46,219.99,372.48,524.97,677.46,890.01,399.65
20,TRUE,FALSE,FALSE,FALSE,304.63,762.62,228.36,380.89,533.41,685.94,898.42,409.56
20,TRUE,FALSE,FALSE,FALSE,298.42,757.9,222.63,374.21,525.79,677.37,890.23,401.83
10,TRUE,FALSE,FALSE,FALSE,462,704.33,391.57,532.44,673.3,814.17,1093.69,606.09
20,TRUE,FALSE,FALSE,FALSE,304.31,759.88,228.33,380.3,532.28,684.25,898.75,409.51
10,TRUE,FALSE,FALSE,FALSE,464.48,705.64,393.91,535.04,676.17,817.3,1097.96,609.62
30,TRUE,FALSE,FALSE,FALSE,434.16,907.97,343.36,524.96,706.55,888.14,1061.94,571.94
10PRM30,TRUE,FALSE,FALSE,FALSE,224.39,878.47,136.54,312.24,487.93,663.62,799.75,309.67
20,TRUE,FALSE,FALSE,FALSE,300.3,762.52,224.05,376.55,529.05,681.56,891.92,404.17
10,TRUE,FALSE,FALSE,FALSE,465.95,707.49,395.2,536.7,678.2,819.69,1100.7,611.5
20,TRUE,FALSE,FALSE,FALSE,298.46,757.39,222.72,374.2,525.68,677.16,889.51,401.72
10,TRUE,FALSE,FALSE,FALSE,469.08,702.39,398.84,539.32,679.8,820.28,1104.41,615.33
30,TRUE,FALSE,FALSE,FALSE,432.31,899.75,342.33,522.28,702.23,882.18,1057.88,569.29
20,TRUE,FALSE,FALSE,FALSE,288.54,761.42,212.4,364.68,516.97,669.25,877.62,389.42
10,TRUE,FALSE,FALSE,FALSE,451.71,701.53,381.56,521.86,662.17,802.47,1082.6,593.63
30,TRUE,FALSE,FALSE,FALSE,434.85,899.05,344.95,524.76,704.57,884.38,1060,572.1
10PRM30,TRUE,FALSE,FALSE,FALSE,224.07,887.48,135.32,312.82,490.31,667.81,796.58,308.61
30,TRUE,FALSE,FALSE,FALSE,434.25,912.41,343.01,525.49,707.98,890.46,1061.56,572.05
20,TRUE,FALSE,FALSE,FALSE,301.25,756.38,225.61,376.89,528.16,679.44,893.14,405.3
30,TRUE,FALSE,FALSE,FALSE,428.56,911.6,337.4,519.72,702.04,884.36,1054.83,564.89
20,TRUE,FALSE,FALSE,FALSE,300.3,757.67,224.54,376.07,527.6,679.14,891.85,403.98
10,TRUE,FALSE,FALSE,FALSE,464.63,702.31,394.4,534.87,675.33,815.79,1099.29,609.8
10,TRUE,FALSE,FALSE,FALSE,465.87,704.69,395.4,536.34,677.28,818.22,1098.94,611.08
10PRM30,TRUE,FALSE,FALSE,FALSE,226.4,886.21,137.78,315.02,492.26,669.5,800.31,311.83
30,TRUE,FALSE,FALSE,FALSE,435.9,903.12,345.59,526.21,706.84,887.46,1063.08,573.86
10PRM30,TRUE,FALSE,FALSE,FALSE,227.08,887.62,138.32,315.84,493.36,670.89,801.41,312.81
30,TRUE,FALSE,FALSE,FALSE,441.55,903.84,351.16,531.93,712.7,893.47,1069.11,580.72
10,TRUE,FALSE,FALSE,FALSE,469.68,704.02,399.28,540.08,680.89,821.69,1102.13,615.39
10PRM30,TRUE,FALSE,FALSE,FALSE,227.76,882.57,139.5,316.02,492.53,669.04,802.06,313.49
30,TRUE,FALSE,FALSE,FALSE,435.65,902.54,345.39,525.9,706.41,886.92,1060.01,573.13
10,TRUE,FALSE,FALSE,FALSE,467.69,706.63,397.02,538.35,679.67,821,1103.95,613.91
10PRM30,TRUE,FALSE,FALSE,FALSE,221.04,885.31,132.51,309.57,486.63,663.7,793.81,305.22
30,TRUE,FALSE,FALSE,FALSE,433.12,901.66,342.96,523.29,703.62,883.95,1061.74,570.86
20,TRUE,FALSE,FALSE,FALSE,294.04,757.83,218.26,369.82,521.39,672.96,884.06,396.31
20,TRUE,FALSE,FALSE,FALSE,300.76,762,224.56,376.96,529.36,681.76,893.89,404.9
30,TRUE,FALSE,FALSE,FALSE,437.06,903.67,346.69,527.43,708.16,888.89,1063.68,575.3
30,TRUE,FALSE,FALSE,FALSE,423.65,901.82,333.46,513.83,694.19,874.56,1046.08,558.25
30,TRUE,FALSE,FALSE,FALSE,423.09,910.23,332.06,514.11,696.16,878.2,1047.82,558.07
10,TRUE,FALSE,FALSE,FALSE,468.47,704.25,398.05,538.9,679.75,820.6,1103.67,614.74
10PRM30,TRUE,FALSE,FALSE,FALSE,224.74,886.84,136.05,313.42,490.79,668.16,798.54,309.78
30,TRUE,FALSE,FALSE,FALSE,435.79,906.39,345.15,526.43,707.71,888.98,1062.93,574.02
10,TRUE,FALSE,FALSE,FALSE,463.47,706.99,392.77,534.17,675.57,816.97,1097.8,608.59
30,TRUE,FALSE,FALSE,FALSE,418.29,908.84,327.4,509.17,690.94,872.71,1040.73,551.9
10,TRUE,FALSE,FALSE,FALSE,467.63,698.73,397.76,537.5,677.25,817,1101.87,613.39
10PRM30,TRUE,FALSE,FALSE,FALSE,234.26,883.27,145.94,322.59,499.24,675.9,807.41,321.2
10,TRUE,FALSE,FALSE,FALSE,474.35,707.36,403.61,545.08,686.55,828.02,1112.34,622.38
20,TRUE,FALSE,FALSE,FALSE,305.64,761.05,229.53,381.74,533.95,686.16,899.11,410.79
10PRM30,TRUE,FALSE,FALSE,FALSE,225.23,883.75,136.85,313.6,490.35,667.11,799.81,310.48
