Anos,LAMBDA,PRM,RMF,RD,mean,std,cr0,cr1,cr2,cr3,Re_real,Re_spread
20,TRUE,FALSE,FALSE,FALSE,294.58,759.63,218.62,370.54,522.47,674.39,887.53,397.34
10,TRUE,FALSE,FALSE,FALSE,457.29,708.49,386.44,528.13,669.83,811.53,1090,600.66
10,TRUE,FALSE,FALSE,FALSE,469.08,705.77,398.5,539.65,680.81,821.96,1103.76,615.33
20,TRUE,FALSE,FALSE,FALSE,301.97,759.31,226.04,377.9,529.76,681.62,895.5,406.35
30,TRUE,FALSE,FALSE,FALSE,434.12,906.05,343.52,524.73,705.94,887.15,1059.7,571.4
30,TRUE,FALSE,FALSE,FALSE,444.23,902.43,353.99,534.48,714.96,895.45,1075.14,584.82
20,TRUE,FALSE,FALSE,FALSE,295.3,762.21,219.08,371.53,523.97,676.41,886.53,398.01
30,TRUE,FALSE,FALSE,FALSE,431.7,908.5,340.84,522.55,704.25,885.95,1057.63,568.72
10,TRUE,FALSE,FALSE,FALSE,462.43,704.45,391.99,532.88,673.77,814.65,1095.59,606.96
20,TRUE,FALSE,FALSE,FALSE,301.51,752.84,226.23,376.79,527.36,677.93,893.88,405.87
10PRM30,TRUE,FALSE,FALSE,FALSE,226.79,881.41,138.65,314.93,491.21,667.49,801.56,312.26
30,TRUE,FALSE,FALSE,FALSE,441.11,904.05,350.71,531.52,712.33,893.14,1069.67,580.39
10PRM30,TRUE,FALSE,FALSE,FALSE,232.01,883.01,143.71,320.31,496.91,673.51,807.86,319.01
10PRM30,TRUE,FALSE,FALSE,FALSE,227.79,885.26,139.26,316.32,493.37,670.42,803.67,313.84
20,TRUE,FALSE,FALSE,FALSE,296.71,760.79,220.63,372.78,524.94,677.1,888.38,399.7
20,TRUE,FALSE,FALSE,FALSE,299.28,758.8,223.4,375.16,526.92,678.68,890.96,402.7
10,TRUE,FALSE,FALSE,FALSE,461.77,706.74,391.1,532.45,673.79,815.14,1094.3,606.13
30,TRUE,FALSE,FALSE,FALSE,432.37,907.24,341.64,523.09,704.54,885.98,1059.71,569.77
10PRM30,TRUE,FALSE,FALSE,FALSE,229.63,884.9,141.14,318.12,495.1,672.08,805.64,316.18
20,TRUE,FALSE,FALSE,FALSE,304.94,758.21,229.12,380.76,532.4,684.05,898.71,409.95
10,TRUE,FALSE,FALSE,FALSE,461.84,704.5,391.39,532.29,673.19,814.09,1097.07,606.74
10,TRUE,FALSE,FALSE,FALSE,472.07,703.95,401.68,542.47,683.26,824.05,1108.51,619.24
10PRM30,TRUE,FALSE,FALSE,FALSE,217.54,887.59,128.78,306.3,483.82,661.33,790.32,300.93
20,TRUE,FALSE,FALSE,FALSE,298.05,761.49,221.9,374.19,526.49,678.79,890.21,401.38
30,TRUE,FALSE,FALSE,FALSE,425.46,910.94,334.37,516.55,698.74,880.93,1049.39,560.78
20,TRUE,FALSE,FALSE,FALSE,296.78,759.12,220.86,372.69,524.51,676.34,889.22,399.92
10,TRUE,FALSE,FALSE,FALSE,459.79,707.41,389.04,530.53,672.01,813.49,1093.38,603.92
10,TRUE,FALSE,FALSE,FALSE,460.76,702.46,390.52,531.01,671.5,812,1093.63,604.89
20,TRUE,FALSE,FALSE,FALSE,299.13,755.03,223.63,374.63,525.64,676.65,890.93,402.6
10PRM30,TRUE,FALSE,FALSE,FALSE,230.75,882.11,142.54,318.96,495.38,671.8,805.95,317.27
20,TRUE,FALSE,FALSE,FALSE,307.8,762.17,231.59,384.02,536.45,688.89,901.27,413.28
20,TRUE,FALSE,FALSE,FALSE,304.66,764.46,228.21,381.11,534,686.89,899.78,409.9
10PRM30,TRUE,FALSE,FALSE,FALSE,236.3,886.48,147.65,324.95,502.24,679.54,812.61,324.01
10PRM30,TRUE,FALSE,FALSE,FALSE,230.92,880.59,142.86,318.98,495.1,671.21,804.78,317.11
10,TRUE,FALSE,FALSE,FALSE,467.25,702.58,397,537.51,678.03,818.54,1101.4,613.17
20,TRUE,FALSE,FALSE,FALSE,295.74,761.33,219.61,371.88,524.14,676.41,887.92,398.59
30,TRUE,FALSE,FALSE,FALSE,431.01,911.1,339.9,522.12,704.34,886.56,1056.08,567.58
10,TRUE,FALSE,FALSE,FALSE,463.67,699.08,393.76,533.57,673.39,813.21,1099.61,609
20,TRUE,FALSE,FALSE,FALSE,299.87,758.44,224.02,375.71,527.4,679.09,890.8,403.51
20,TRUE,FALSE,FALSE,FALSE,300.68,758.27,224.86,376.51,528.16,679.82,892.66,404.53
20,TRUE,FALSE,FALSE,FALSE,302.25,760.24,226.22,378.27,530.32,682.37,895.92,406.69
30,TRUE,FALSE,FALSE,FALSE,423.48,914.39,332.04,514.92,697.8,880.68,1047.72,558.47
30,TRUE,FALSE,FALSE,FALSE,433.26,903.01,342.96,523.56,704.16,884.76,1059.2,570.52
30,TRUE,FALSE,FALSE,FALSE,431.93,906.3,341.3,522.56,703.82,885.08,1057.41,568.82
10,TRUE,FALSE,FALSE,FALSE,464.15,703.88,393.76,534.54,675.31,816.09,1099.89,609.54
10,TRUE,FALSE,FALSE,FALSE,463.42,701.5,393.27,533.57,673.87,814.17,1098.86,608.76
30,TRUE,FALSE,FALSE,FALSE,432.03,905.66,341.46,522.6,703.73,884.86,1058.66,569.1
10,TRUE,FALSE,FALSE,FALSE,464.6,705.51,394.04,535.15,676.25,817.35,1098.17,609.68
10,TRUE,FALSE,FALSE,FALSE,467.39,702.77,397.11,537.67,678.22,818.78,1102.79,613.39
30,TRUE,FALSE,FALSE,FALSE,439.19,909.93,348.2,530.18,712.17,894.15,1065.38,577.7
10,TRUE,FALSE,FALSE,FALSE,463.73,701.61,393.57,533.89,674.21,814.53,1096.35,608.55
10,TRUE,FALSE,FALSE,FALSE,466.57,704.91,396.08,537.06,678.04,819.02,1100.03,612.08
20,TRUE,FALSE,FALSE,FALSE,300.19,760.51,224.13,376.24,528.34,680.44,891.19,403.62
10,TRUE,FALSE,FALSE,FALSE,463.74,707.12,393.03,534.46,675.88,817.31,1098.09,608.64
10PRM30,TRUE,FALSE,FALSE,FALSE,221.89,892.07,132.69,311.1,489.51,667.93,794.19,306.32
10,TRUE,FALSE,FALSE,FALSE,468.05,705.67,397.48,538.62,679.75,820.88,1103.79,614.25
10,TRUE,FALSE,FALSE,FALSE,468.71,706.52,398.05,539.36,680.66,821.97,1103.9,615.02
30,TRUE,FALSE,FALSE,FALSE,429.45,899,339.55,519.35,699.16,878.96,1055.91,566.07
30,TRUE,FALSE,FALSE,FALSE,441.27,899.84,351.29,531.25,711.22,891.19,1068.6,580.32
10,TRUE,FALSE,FALSE,FALSE,455.89,702.24,385.67,526.12,666.56,807.01,1088.47,599.03
10,TRUE,FALSE,FALSE,FALSE,463.83,703.7,393.46,534.2,674.94,815.68,1097.95,608.97
10PRM30,TRUE,FALSE,FALSE,FALSE,228.39,880.04,140.39,316.4,492.41,668.42,804.21,314.71
10PRM30,TRUE,FALSE,FALSE,FALSE,231.72,886,143.12,320.32,497.52,674.72,807.18,318.65
20,TRUE,FALSE,FALSE,FALSE,305.14,757.53,229.39,380.89,532.4,683.9,897.65,410.12
10PRM30,TRUE,FALSE,FALSE,FALSE,227.09,885.48,138.54,315.64,492.73,669.83,802.86,312.95
10PRM30,TRUE,FALSE,FALSE,FALSE,224.22,883.86,135.83,312.61,489.38,666.15,799.04,309.39
30,TRUE,FALSE,FALSE,FALSE,432.91,908.65,342.04,523.77,705.5,887.23,1058.31,570.15
30,TRUE,FALSE,FALSE,FALSE,444.8,902.98,354.5,535.1,715.69,896.29,1073.82,584.87
10,TRUE,FALSE,FALSE,FALSE,474.65,701.45,404.5,544.79,685.08,825.37,1109.9,621.96
10,TRUE,FALSE,FALSE,FALSE,465.22,704.3,394.79,535.65,676.51,817.37,1100.24,610.64
20,TRUE,FALSE,FALSE,FALSE,299.94,756.82,224.26,375.62,526.98,678.35,891.55,403.86
20,TRUE,FALSE,FALSE,FALSE,300.36,758.89,224.47,376.25,528.02,679.8,893.73,404.49
10,TRUE,FALSE,FALSE,FALSE,472.9,706.69,402.23,543.57,684.91,826.24,1106.62,619.68
10PRM30,TRUE,FALSE,FALSE,FALSE,231.78,884.24,143.35,320.2,497.05,673.9,806,318.26
20,TRUE,FALSE,FALSE,FALSE,305.9,765.16,229.39,382.42,535.45,688.48,900.16,411.44
10PRM30,TRUE,FALSE,FALSE,FALSE,239.23,884.26,150.81,327.66,504.51,681.36,819.08,328.2
10,TRUE,FALSE,FALSE,FALSE,467.54,706.22,396.92,538.16,679.41,820.65,1102.6,613.46
10,TRUE,FALSE,FALSE,FALSE,467.82,704.7,397.35,538.29,679.23,820.17,1103.19,613.95
10,TRUE,FALSE,FALSE,FALSE,469.96,700.89,399.87,540.05,680.22,820.4,1104.71,616.37
30,TRUE,FALSE,FALSE,FALSE,435.51,908.78,344.63,526.39,708.14,889.9,1063.22,573.46
30,TRUE,FALSE,FALSE,FALSE,429.64,908.3,338.8,520.47,702.13,883.79,1054.28,566.09
30,TRUE,FALSE,FALSE,FALSE,429.71,911.61,338.55,520.87,703.19,885.51,1054.75,565.82
20,TRUE,FALSE,FALSE,FALSE,299.42,761.18,223.3,375.54,527.77,680.01,891.61,403.07
20,TRUE,FALSE,FALSE,FALSE,295,756.57,219.35,370.66,521.98,673.29,887.52,397.94
30,TRUE,FALSE,FALSE,FALSE,436.89,908.34,346.05,527.72,709.39,891.06,1064.67,575.17
30,TRUE,FALSE,FALSE,FALSE,439.25,907.31,348.52,529.98,711.44,892.9,1066.63,578.08
10PRM30,TRUE,FALSE,FALSE,FALSE,221.78,886.04,133.17,310.38,487.59,664.8,795.29,306.02
20,TRUE,FALSE,FALSE,FALSE,295.51,757.05,219.8,371.21,522.62,674.03,886.14,398.01
10PRM30,TRUE,FALSE,FALSE,FALSE,222.76,883.24,134.44,311.09,487.74,664.38,798.14,307.6
20,TRUE,FALSE,FALSE,FALSE,299.43,761.09,223.32,375.53,527.75,679.97,892.3,403.19
10,TRUE,FALSE,FALSE,FALSE,472,709.62,401.04,542.97,684.89,826.81,1108.05,618.9
20,TRUE,FALSE,FALSE,FALSE,298.54,760.35,222.5,374.57,526.64,678.71,891.18,402
30,TRUE,FALSE,FALSE,FALSE,430,906.35,339.36,520.63,701.9,883.17,1054.22,566.36
30,TRUE,FALSE,FALSE,FALSE,437.13,898.68,347.26,527,706.73,886.47,1062.89,575.04
30,TRUE,FALSE,FALSE,FALSE,435.17,910.82,344.08,526.25,708.41,890.58,1063.19,573.33
30,TRUE,FALSE,FALSE,FALSE,433.75,910.63,342.69,524.81,706.94,889.06,1058.55,571.06
30,TRUE,FALSE,FALSE,FALSE,436.25,907.47,345.5,526.99,708.49,889.98,1061.9,574.12
10,TRUE,FALSE,FALSE,FALSE,470.97,698.92,401.08,540.86,680.65,820.43,1105.74,617.58
20,TRUE,FALSE,FALSE,FALSE,301.75,763.29,225.42,378.08,530.73,683.39,894.52,406.03
20,TRUE,FALSE,FALSE,FALSE,297.7,762.2,221.48,373.92,526.36,678.8,888.86,400.71
10PRM30,TRUE,FALSE,FALSE,FALSE,228.66,886.74,139.99,317.34,494.69,672.04,804.61,314.98
10PRM30,TRUE,FALSE,FALSE,FALSE,218.11,885.52,129.55,306.66,483.76,660.87,789.72,301.4
30,TRUE,FALSE,FALSE,FALSE,439.91,904.15,349.49,530.32,711.15,891.98,1068.08,578.97
10,TRUE,FALSE,FALSE,FALSE,467.58,708.9,396.69,538.47,680.25,822.03,1103.02,613.54
30,TRUE,FALSE,FALSE,FALSE,430.59,907.94,339.8,521.38,702.97,884.56,1055.01,567.03
20,TRUE,FALSE,FALSE,FALSE,301.96,762.64,225.69,378.22,530.75,683.28,894.78,406.08
10PRM30,TRUE,FALSE,FALSE,FALSE,229.25,888.39,140.41,318.09,495.77,673.45,803.01,315.07
10PRM30,TRUE,FALSE,FALSE,FALSE,223.1,883.47,134.75,311.44,488.14,664.83,795.75,307.52
30,TRUE,FALSE,FALSE,FALSE,431.01,906.03,340.41,521.61,702.82,884.02,1057.92,568.15
10,TRUE,FALSE,FALSE,FALSE,466.86,700.78,396.78,536.94,677.1,817.25,1100.79,612.69
10,TRUE,FALSE,FALSE,FALSE,471.74,702.62,401.47,542,682.52,823.05,1106.91,618.61
10,TRUE,FALSE,FALSE,FALSE,464.9,705.86,394.32,535.49,676.66,817.83,1100.18,610.31
30,TRUE,FALSE,FALSE,FALSE,432.51,907.67,341.75,523.28,704.81,886.35,1057.93,569.51
20,TRUE,FALSE,FALSE,FALSE,298.23,759.05,222.33,374.14,525.95,677.76,892.62,401.89
10,TRUE,FALSE,FALSE,FALSE,458.79,702.25,388.57,529.02,669.47,809.92,1091.92,602.54
20,TRUE,FALSE,FALSE,FALSE,307.46,757.66,231.69,383.23,534.76,686.29,902.51,413.31
10PRM30,TRUE,FALSE,FALSE,FALSE,225.35,889.03,136.44,314.25,492.06,669.86,798.24,310.43
20,TRUE,FALSE,FALSE,FALSE,289.65,754.37,214.21,365.08,515.96,666.83,881.68,391.35
10PRM30,TRUE,FALSE,FALSE,FALSE,232.45,883.69,144.08,320.82,497.56,674.3,807.32,319.14
20,TRUE,FALSE,FALSE,FALSE,302.91,761.52,226.76,379.07,531.37,683.67,897.03,407.67
10,TRUE,FALSE,FALSE,FALSE,467.15,702.15,396.93,537.36,677.79,818.22,1103.65,613.3
10,TRUE,FALSE,FALSE,FALSE,468.41,704.46,397.97,538.86,679.75,820.64,1103.81,614.53
10,TRUE,FALSE,FALSE,FALSE,458.13,705.75,387.56,528.71,669.86,811.01,1092.48,602.02
30,TRUE,FALSE,FALSE,FALSE,437.02,904.59,346.57,527.48,708.4,889.32,1063.75,575.18
20,TRUE,FALSE,FALSE,FALSE,297.36,763.12,221.05,373.67,526.29,678.92,887.62,400.27
10,TRUE,FALSE,FALSE,FALSE,470.88,702.99,400.58,541.18,681.78,822.37,1105.67,617.59
10,TRUE,FALSE,FALSE,FALSE,469.33,703.05,399.02,539.63,680.24,820.85,1104.4,615.6
30,TRUE,FALSE,FALSE,FALSE,436.79,907.94,346,527.58,709.17,890.76,1065.16,575.22
30,TRUE,FALSE,FALSE,FALSE,438.62,908.25,347.79,529.44,711.09,892.74,1064.11,576.83
20,TRUE,FALSE,FALSE,FALSE,296.85,757.82,221.06,372.63,524.19,675.76,890.65,400.21
30,TRUE,FALSE,FALSE,FALSE,444.49,907.15,353.78,535.21,716.64,898.07,1074.05,584.61
20,TRUE,FALSE,FALSE,FALSE,297.68,761.58,221.52,373.83,526.15,678.47,888.01,400.67
10,TRUE,FALSE,FALSE,FALSE,461.55,707.07,390.84,532.26,673.67,815.08,1094.91,606
20,TRUE,FALSE,FALSE,FALSE,297.93,757.81,222.15,373.71,525.27,676.83,891.24,401.64
10,TRUE,FALSE,FALSE,FALSE,465.35,699.22,395.43,535.27,675.11,814.96,1098.91,610.52
30,TRUE,FALSE,FALSE,FALSE,428.62,907.78,337.84,519.4,700.95,882.51,1053.64,564.89
30,TRUE,FALSE,FALSE,FALSE,427.41,900.14,337.4,517.43,697.46,877.49,1051.47,563.08
20,TRUE,FALSE,FALSE,FALSE,301.32,752.94,226.03,376.62,527.21,677.8,894.08,405.38
30,TRUE,FALSE,FALSE,FALSE,436.98,905.03,346.47,527.48,708.49,889.49,1061.28,574.79
10,TRUE,FALSE,FALSE,FALSE,465.06,699.61,395.1,535.02,674.95,814.87,1099.49,610.34
20,TRUE,FALSE,FALSE,FALSE,294.32,755.65,218.75,369.88,521.01,672.14,886.94,397.1
10PRM30,TRUE,FALSE,FALSE,FALSE,237.92,881.07,149.81,326.02,502.24,678.45,815.56,326.36
30,TRUE,FALSE,FALSE,FALSE,434.07,907.94,343.28,524.87,706.46,888.04,1060.54,571.58
10,TRUE,FALSE,FALSE,FALSE,464.52,707.12,393.8,535.23,676.65,818.07,1098.63,609.63
10PRM30,TRUE,FALSE,FALSE,FALSE,224.22,886.73,135.55,312.89,490.24,667.58,796.55,308.89
10PRM30,TRUE,FALSE,FALSE,FALSE,233.31,883.15,144.99,321.62,498.25,674.88,809.45,320.53
20,TRUE,FALSE,FALSE,FALSE,295.57,756.35,219.93,371.2,522.48,673.75,889.62,398.72
20,TRUE,FALSE,FALSE,FALSE,295.57,760.97,219.47,371.66,523.86,676.05,887.82,398.38
20,TRUE,FALSE,FALSE,FALSE,305.72,763.11,229.41,382.03,534.65,687.27,898.93,410.99
10PRM30,TRUE,FALSE,FALSE,FALSE,237.26,883.76,148.88,325.63,502.38,679.14,813.5,325.37
30,TRUE,FALSE,FALSE,FALSE,430.41,904.08,340.01,520.82,701.64,882.45,1056.16,566.99
30,TRUE,FALSE,FALSE,FALSE,435.64,907.33,344.9,526.37,707.84,889.3,1062.57,573.57
10PRM30,TRUE,FALSE,FALSE,FALSE,223.26,883.77,134.88,311.63,488.39,665.14,798.09,308.09
10,TRUE,FALSE,FALSE,FALSE,458.15,700.01,388.15,528.15,668.15,808.15,1090.42,601.74
10PRM30,TRUE,FALSE,FALSE,FALSE,232.97,878.59,145.11,320.83,496.55,672.27,806.88,319.74
10,TRUE,FALSE,FALSE,FALSE,461.22,698.56,391.36,531.07,670.79,810.5,1095.96,605.8
20,TRUE,FALSE,FALSE,FALSE,299.13,763.15,222.82,375.45,528.08,680.7,892.12,402.69
20,TRUE,FALSE,FALSE,FALSE,306.23,760.81,230.15,382.31,534.47,686.64,900,411.61
30,TRUE,FALSE,FALSE,FALSE,441.79,908.88,350.9,532.68,714.45,896.23,1069.66,581.17
20,TRUE,FALSE,FALSE,FALSE,301.5,760.26,225.47,377.53,529.58,681.63,893.23,405.24
10,TRUE,FALSE,FALSE,FALSE,465.23,702.5,394.98,535.48,675.98,816.48,1099.02,610.59
10,TRUE,FALSE,FALSE,FALSE,461.41,701.83,391.23,531.6,671.96,812.33,1094.79,605.77
10,TRUE,FALSE,FALSE,FALSE,464.96,705.97,394.36,535.55,676.75,817.94,1097.23,610
20,TRUE,FALSE,FALSE,FALSE,296.45,760.02,220.45,372.45,524.45,676.46,889.05,399.54
10,TRUE,FALSE,FALSE,FALSE,469.35,705.8,398.77,539.93,681.09,822.25,1103.74,615.54
30,TRUE,FALSE,FALSE,FALSE,431.93,905.77,341.35,522.5,703.66,884.81,1056.97,568.78
30,TRUE,FALSE,FALSE,FALSE,435.01,905.23,344.48,525.53,706.57,887.62,1061.14,572.54
20,TRUE,FALSE,FALSE,FALSE,297.41,758.15,221.6,373.23,524.86,676.49,889.58,400.75
20,TRUE,FALSE,FALSE,FALSE,299.01,759.44,223.07,374.96,526.85,678.74,891.44,402.48
10,TRUE,FALSE,FALSE,FALSE,470.15,701.5,400,540.3,680.6,820.9,1104.94,616.49
10,TRUE,FALSE,FALSE,FALSE,466.56,703.51,396.21,536.92,677.62,818.32,1102.15,612.45
30,TRUE,FALSE,FALSE,FALSE,435.64,904.51,345.19,526.09,706.99,887.9,1063.32,573.62
10PRM30,TRUE,FALSE,FALSE,FALSE,222.88,887.16,134.17,311.6,489.03,666.46,796.11,307.4
30,TRUE,FALSE,FALSE,FALSE,426.71,904.06,336.3,517.11,697.92,878.74,1053.82,562.87
20,TRUE,FALSE,FALSE,FALSE,294.19,765.18,217.67,370.71,523.74,676.78,886.34,396.88
20,TRUE,FALSE,FALSE,FALSE,293.75,761.77,217.57,369.93,522.28,674.63,885.26,395.89
10,TRUE,FALSE,FALSE,FALSE,463.17,706.66,392.51,533.84,675.17,816.5,1096.04,607.92
30,TRUE,FALSE,FALSE,FALSE,435.63,908.95,344.73,526.52,708.31,890.1,1061.99,573.4
20,TRUE,FALSE,FALSE,FALSE,307.61,759.13,231.7,383.52,535.35,687.18,901.23,413.41
10PRM30,TRUE,FALSE,FALSE,FALSE,230.19,879.91,142.2,318.18,494.16,670.15,803.29,316.14
10PRM30,TRUE,FALSE,FALSE,FALSE,225.04,888.95,136.15,313.94,491.72,669.51,799.65,310.27
30,TRUE,FALSE,FALSE,FALSE,437.01,905.99,346.41,527.61,708.81,890,1064.2,575.3
10PRM30,TRUE,FALSE,FALSE,FALSE,229.31,890.94,140.21,318.4,496.59,674.78,806.52,315.77
30,TRUE,FALSE,FALSE,FALSE,436.71,912.77,345.43,527.98,710.54,893.09,1063.18,574.85
30,TRUE,FALSE,FALSE,FALSE,422.62,903.88,332.24,513.01,693.79,874.56,1047.39,557.44
30,TRUE,FALSE,FALSE,FALSE,439.16,909.3,348.23,530.09,711.95,893.81,1067.13,578.03
20,TRUE,FALSE,FALSE,FALSE,301.57,760.05,225.57,377.58,529.59,681.6,894.8,406.07
10PRM30,TRUE,FALSE,FALSE,FALSE,229.95,882.01,141.75,318.15,494.56,670.96,804.44,316.12
30,TRUE,FALSE,FALSE,FALSE,434.08,910.73,343.01,525.15,707.3,889.45,1062.58,571.96
20,TRUE,FALSE,FALSE,FALSE,298.65,761.91,222.46,374.84,527.22,679.6,891.37,402.21
20,TRUE,FALSE,FALSE,FALSE,300.82,763.43,224.48,377.16,529.85,682.54,893.6,404.85
30,TRUE,FALSE,FALSE,FALSE,429.6,908.82,338.72,520.49,702.25,884.01,1055.44,566.16
20,TRUE,FALSE,FALSE,FALSE,298.1,759.91,222.1,374.09,526.07,678.05,890.25,401.44
10PRM30,TRUE,FALSE,FALSE,FALSE,231.2,881.15,143.09,319.31,495.54,671.77,808.03,317.99
10PRM30,TRUE,FALSE,FALSE,FALSE,238.9,881.96,150.7,327.09,503.49,679.88,816.09,327.41
10,TRUE,FALSE,FALSE,FALSE,460.87,703.39,390.53,531.21,671.89,812.57,1095.85,605.42
10,TRUE,FALSE,FALSE,FALSE,467.12,705.65,396.56,537.69,678.82,819.95,1102.28,613.02
20,TRUE,FALSE,FALSE,FALSE,299.29,762.77,223.01,375.57,528.12,680.68,891.49,402.8
10PRM30,TRUE,FALSE,FALSE,FALSE,236.81,880.3,148.78,324.84,500.9,676.96,813.17,324.69
10,TRUE,FALSE,FALSE,FALSE,465.33,705.15,394.81,535.84,676.87,817.9,1098.9,610.45
10,TRUE,FALSE,FALSE,FALSE,467.91,702.82,397.62,538.19,678.75,819.32,1102.22,613.93
20,TRUE,FALSE,FALSE,FALSE,302.19,761.29,226.06,378.32,530.58,682.84,896.07,406.76
10PRM30,TRUE,FALSE,FALSE,FALSE,226.68,883.01,138.38,314.98,491.58,668.18,801.7,312.12
10,TRUE,FALSE,FALSE,FALSE,463.23,704.84,392.75,533.72,674.69,815.65,1097.82,608.16
30,TRUE,FALSE,FALSE,FALSE,425.48,908.91,334.59,516.37,698.15,879.93,1049.28,560.66
10PRM30,TRUE,FALSE,FALSE,FALSE,220.47,878.51,132.62,308.32,484.03,659.73,794.44,304.72
10PRM30,TRUE,FALSE,FALSE,FALSE,215.66,888.31,126.82,304.49,482.15,659.81,786.4,298.33
10,TRUE,FALSE,FALSE,FALSE,470.25,705.82,399.66,540.83,681.99,823.15,1104.96,616.71
10,TRUE,FALSE,FALSE,FALSE,466.57,702.39,396.33,536.81,677.29,817.76,1100.21,611.97
30,TRUE,FALSE,FALSE,FALSE,427.67,906.5,337.02,518.32,699.62,880.92,1051.75,563.47
10,TRUE,FALSE,FALSE,FALSE,465.63,701.39,395.49,535.77,676.05,816.33,1099.91,610.94
10PRM30,TRUE,FALSE,FALSE,FALSE,233.28,879.31,145.35,321.22,497.08,672.94,809.25,320.48
10,TRUE,FALSE,FALSE,FALSE,475.18,703.72,404.81,545.55,686.29,827.04,1112.02,622.91
20,TRUE,FALSE,FALSE,FALSE,300.14,754.17,224.72,375.56,526.39,677.23,892.78,404.18
10PRM30,TRUE,FALSE,FALSE,FALSE,219.23,883.63,130.87,307.6,484.32,661.05,791.13,302.86
30,TRUE,FALSE,FALSE,FALSE,432.89,901.55,342.74,523.05,703.35,883.66,1058.79,569.94
10,TRUE,FALSE,FALSE,FALSE,471.6,708.4,400.76,542.44,684.12,825.8,1106.62,618.45
10PRM30,TRUE,FALSE,FALSE,FALSE,229.66,883.92,141.27,318.05,494.84,671.62,805.43,316.1
10,TRUE,FALSE,FALSE,FALSE,468.01,706.39,397.37,538.65,679.92,821.2,1101.58,613.61
10,TRUE,FALSE,FALSE,FALSE,475.77,701.05,405.67,545.88,686.09,826.3,1112.4,623.62
10PRM30,TRUE,FALSE,FALSE,FALSE,231.95,882.7,143.68,320.22,496.76,673.3,808.6,319.18
30,TRUE,FALSE,FALSE,FALSE,436.03,909.75,345.06,527.01,708.96,890.91,1063.08,574.04
10,TRUE,FALSE,FALSE,FALSE,465.77,704.87,395.29,536.26,677.23,818.21,1099.55,611.18
30,TRUE,FALSE,FALSE,FALSE,436.8,906.69,346.13,527.47,708.8,890.14,1062.99,574.84
30,TRUE,FALSE,FALSE,FALSE,450.4,903.54,360.05,540.76,721.46,902.17,1080.77,591.98
10,TRUE,FALSE,FALSE,FALSE,467.33,703.91,396.94,537.72,678.5,819.28,1102.53,613.41
20,TRUE,FALSE,FALSE,FALSE,294.24,762.05,218.03,370.44,522.85,675.26,885.6,396.65
20,TRUE,FALSE,FALSE,FALSE,298.03,765.01,221.53,374.53,527.54,680.54,892.43,401.95
30,TRUE,FALSE,FALSE,FALSE,437.32,904.29,346.89,527.75,708.6,889.46,1063.58,575.43
30,TRUE,FALSE,FALSE,FALSE,436.44,903.54,346.09,526.8,707.51,888.21,1062.59,574.44
30,TRUE,FALSE,FALSE,FALSE,436.53,901.96,346.33,526.72,707.12,887.51,1061.86,574.41
10,TRUE,FALSE,FALSE,FALSE,464.68,703.53,394.32,535.03,675.74,816.44,1099.57,609.95
20,TRUE,FALSE,FALSE,FALSE,297.39,761.99,221.19,373.58,525.98,678.38,891.32,400.97
10PRM30,TRUE,FALSE,FALSE,FALSE,218.85,883.15,130.54,307.17,483.8,660.43,793.5,302.79
10,TRUE,FALSE,FALSE,FALSE,471.9,701.1,401.79,542.01,682.23,822.45,1106.67,618.6
20,TRUE,FALSE,FALSE,FALSE,305.59,759.35,229.66,381.53,533.4,685.27,900.71,411.14
30,TRUE,FALSE,FALSE,FALSE,435.48,910,344.48,526.48,708.48,890.48,1065.15,573.88
20,TRUE,FALSE,FALSE,FALSE,293.7,762.89,217.41,369.99,522.57,675.15,886.47,396.11
10,TRUE,FALSE,FALSE,FALSE,464.64,704.6,394.18,535.1,676.02,816.94,1099.13,609.95
10PRM30,TRUE,FALSE,FALSE,FALSE,225.45,879.77,137.47,313.42,489.38,665.33,800.69,310.92
20,TRUE,FALSE,FALSE,FALSE,296.72,760.04,220.72,372.72,524.73,676.74,888.78,399.73
20,TRUE,FALSE,FALSE,FALSE,302.39,756.04,226.78,377.99,529.2,680.41,895.02,406.73
20,TRUE,FALSE,FALSE,FALSE,297.07,753.24,221.75,372.4,523.05,673.69,889.23,400.22
20,TRUE,FALSE,FALSE,FALSE,295.04,756.8,219.36,370.72,522.08,673.44,886.65,397.81
10,TRUE,FALSE,FALSE,FALSE,467.81,702.64,397.54,538.07,678.6,819.13,1103.02,613.92
30,TRUE,FALSE,FALSE,FALSE,430.64,907.55,339.89,521.4,702.91,884.42,1055.24,567.19
30,TRUE,FALSE,FALSE,FALSE,434.76,905.01,344.26,525.26,706.26,887.27,1061.3,572.48
20,TRUE,FALSE,FALSE,FALSE,300.63,761.52,224.48,376.78,529.09,681.39,894.84,404.82
20,TRUE,FALSE,FALSE,FALSE,288.9,762.63,212.63,365.16,517.69,670.21,878.95,390.11
10,TRUE,FALSE,FALSE,FALSE,463.23,702.72,392.96,533.51,674.05,814.59,1098.34,608.29
30,TRUE,FALSE,FALSE,FALSE,432.38,904.44,341.93,522.82,703.71,884.59,1057.5,569.18
10,TRUE,FALSE,FALSE,FALSE,465.4,707.72,394.63,536.17,677.71,819.26,1098.45,610.49
30,TRUE,FALSE,FALSE,FALSE,431.39,910.02,340.39,522.39,704.39,886.4,1058.57,568.46
