LAMBDA,PRM,RMF,RD,mean,std,cr0,cr1,cr2,cr3
TRUE,FALSE,FALSE,FALSE,231.4,883.76,143.02,319.77,496.53,673.28
FALSE,FALSE,TRUE,FALSE,48.63,878.25,48.63,48.63,487.76,926.88
TRUE,TRUE,TRUE,FALSE,470.1,702.36,470.1,470.1,821.28,1172.46
TRUE,FALSE,TRUE,FALSE,227.17,884.15,227.17,227.17,669.25,1111.33
TRUE,FALSE,FALSE,TRUE,212.7,881.89,124.52,300.89,477.27,653.65
FALSE,FALSE,FALSE,FALSE,49.69,878.49,-38.16,137.54,313.24,488.94
TRUE,FALSE,TRUE,TRUE,215.68,887.66,215.68,215.68,659.5,1103.33
TRUE,TRUE,FALSE,FALSE,469.56,711.41,398.41,540.7,682.98,825.26
TRUE,FALSE,TRUE,FALSE,226.62,881.89,226.62,226.62,667.56,1108.51
FALSE,TRUE,FALSE,TRUE,282.34,702.95,212.05,352.64,493.23,633.82
FALSE,FALSE,FALSE,TRUE,43.4,881.9,-44.79,131.59,307.97,484.35
TRUE,TRUE,TRUE,FALSE,468.68,705.27,468.68,468.68,821.31,1173.94
FALSE,FALSE,TRUE,TRUE,51.67,888.17,51.67,51.67,495.75,939.84
FALSE,TRUE,FALSE,FALSE,287.5,701.29,217.37,357.63,497.89,638.14
FALSE,FALSE,TRUE,FALSE,56.45,881.18,56.45,56.45,497.04,937.63
TRUE,FALSE,TRUE,FALSE,221.54,886.42,221.54,221.54,664.75,1107.96
TRUE,FALSE,TRUE,TRUE,215.3,885.31,215.3,215.3,657.95,1100.61
FALSE,TRUE,TRUE,FALSE,292.08,702.68,292.08,292.08,643.42,994.76
TRUE,TRUE,FALSE,TRUE,453.45,708.18,382.63,524.27,665.9,807.54
TRUE,FALSE,TRUE,TRUE,213.65,881.73,213.65,213.65,654.51,1095.38
FALSE,TRUE,TRUE,TRUE,284.62,699.95,284.62,284.62,634.6,984.57
TRUE,TRUE,TRUE,TRUE,462,703.52,462,462,813.76,1165.52
FALSE,TRUE,FALSE,TRUE,283.05,706.82,212.37,353.73,495.1,636.46
TRUE,TRUE,TRUE,FALSE,465.64,704.74,465.64,465.64,818.01,1170.39
FALSE,FALSE,FALSE,FALSE,56.23,875.54,-31.32,143.79,318.9,494
FALSE,TRUE,TRUE,TRUE,282.57,703.43,282.57,282.57,634.28,985.99
TRUE,TRUE,FALSE,FALSE,467.91,703.98,397.51,538.31,679.11,819.9
FALSE,FALSE,TRUE,FALSE,58.77,880.05,58.77,58.77,498.79,938.82
TRUE,TRUE,FALSE,FALSE,465.17,706.97,394.47,535.87,677.26,818.66
TRUE,FALSE,FALSE,FALSE,230.82,886.68,142.15,319.49,496.83,674.16
FALSE,FALSE,TRUE,TRUE,40.64,882.68,40.64,40.64,481.98,923.32
FALSE,FALSE,FALSE,FALSE,52.65,878.64,-35.21,140.52,316.25,491.97
TRUE,TRUE,FALSE,TRUE,459.16,706.98,388.46,529.86,671.25,812.65
TRUE,FALSE,TRUE,TRUE,217.93,886.16,217.93,217.93,661.01,1104.09
FALSE,FALSE,FALSE,FALSE,50.55,882.75,-37.73,138.82,315.37,491.92
FALSE,TRUE,FALSE,FALSE,292.36,702.04,222.15,362.56,502.97,643.38
FALSE,TRUE,FALSE,TRUE,283.03,700.97,212.93,353.12,493.32,633.51
FALSE,TRUE,FALSE,FALSE,295.13,701.62,224.97,365.29,505.61,645.94
FALSE,FALSE,FALSE,TRUE,47.72,882.59,-40.54,135.98,312.5,489.01
TRUE,FALSE,FALSE,FALSE,234.3,886.47,145.65,322.95,500.24,677.54
TRUE,TRUE,TRUE,TRUE,449.07,708.52,449.07,449.07,803.33,1157.59
TRUE,FALSE,TRUE,TRUE,217.52,889.24,217.52,217.52,662.14,1106.76
FALSE,TRUE,FALSE,TRUE,287.43,702.73,217.16,357.7,498.25,638.79
FALSE,TRUE,TRUE,FALSE,304.34,700.55,304.34,304.34,654.61,1004.88
TRUE,TRUE,TRUE,TRUE,458.74,708.52,458.74,458.74,813,1167.26
TRUE,TRUE,FALSE,FALSE,470.37,700.24,400.35,540.4,680.45,820.49
TRUE,FALSE,FALSE,TRUE,223.82,880.62,135.75,311.88,488,664.12
TRUE,TRUE,FALSE,FALSE,465.2,704.26,394.77,535.62,676.48,817.33
FALSE,TRUE,FALSE,FALSE,286.88,704.88,216.39,357.37,498.34,639.32
TRUE,TRUE,TRUE,FALSE,470.51,701.92,470.51,470.51,821.47,1172.43
FALSE,FALSE,FALSE,FALSE,59.79,880.21,-28.23,147.81,323.85,499.9
FALSE,FALSE,FALSE,FALSE,56.23,880.16,-31.79,144.25,320.28,496.31
TRUE,TRUE,TRUE,FALSE,468.16,705.57,468.16,468.16,820.95,1173.73
TRUE,FALSE,FALSE,TRUE,218.28,884.5,129.83,306.73,483.63,660.53
FALSE,FALSE,TRUE,FALSE,44.85,884.36,44.85,44.85,487.04,929.22
FALSE,FALSE,FALSE,TRUE,42.9,891.23,-46.22,132.02,310.27,488.52
TRUE,FALSE,FALSE,FALSE,216.15,878.25,128.33,303.98,479.63,655.28
FALSE,TRUE,TRUE,TRUE,275.59,704.27,275.59,275.59,627.73,979.86
TRUE,FALSE,FALSE,TRUE,220.76,885.95,132.17,309.36,486.55,663.74
TRUE,TRUE,TRUE,FALSE,471.05,700.02,471.05,471.05,821.06,1171.07
TRUE,FALSE,TRUE,FALSE,231.11,880.55,231.11,231.11,671.39,1111.66
FALSE,FALSE,FALSE,FALSE,54.94,885.74,-33.64,143.51,320.66,497.8
TRUE,FALSE,TRUE,FALSE,227.18,887.53,227.18,227.18,670.95,1114.72
FALSE,FALSE,FALSE,TRUE,41.32,886.17,-47.3,129.94,307.17,484.4
TRUE,TRUE,FALSE,FALSE,470.3,702.99,400,540.6,681.2,821.79
FALSE,FALSE,TRUE,FALSE,45.39,881.23,45.39,45.39,486.01,926.62
FALSE,FALSE,FALSE,FALSE,53.56,883.37,-34.78,141.9,318.57,495.24
FALSE,TRUE,FALSE,FALSE,294.44,701.9,224.25,364.63,505.01,645.39
TRUE,TRUE,TRUE,TRUE,461.34,706.63,461.34,461.34,814.66,1167.98
TRUE,TRUE,FALSE,TRUE,459.59,709.44,388.65,530.53,672.42,814.31
FALSE,FALSE,TRUE,FALSE,54.41,880.96,54.41,54.41,494.89,935.37
FALSE,FALSE,TRUE,TRUE,40.83,880.86,40.83,40.83,481.26,921.69
FALSE,FALSE,FALSE,TRUE,42.85,879.06,-45.06,130.75,306.56,482.37
FALSE,FALSE,FALSE,FALSE,54.56,884.86,-33.93,143.04,320.01,496.98
FALSE,FALSE,FALSE,TRUE,44.28,890.32,-44.75,133.31,311.38,489.44
FALSE,TRUE,FALSE,FALSE,291.71,701.26,221.59,361.84,502.09,642.34
FALSE,TRUE,TRUE,FALSE,293.9,704.47,293.9,293.9,646.14,998.38
TRUE,TRUE,TRUE,FALSE,464.45,703.79,464.45,464.45,816.35,1168.24
TRUE,TRUE,FALSE,FALSE,466.27,703.71,395.9,536.65,677.39,818.13
TRUE,FALSE,FALSE,FALSE,218.75,884.72,130.28,307.23,484.17,661.11
FALSE,FALSE,TRUE,TRUE,43.91,891.39,43.91,43.91,489.6,935.3
FALSE,FALSE,FALSE,TRUE,46.04,881.31,-42.09,134.17,310.43,486.69
TRUE,TRUE,FALSE,TRUE,451.27,706.36,380.64,521.91,663.18,804.46
TRUE,FALSE,FALSE,TRUE,225.73,883.74,137.36,314.1,490.85,667.6
TRUE,TRUE,TRUE,TRUE,455.48,705.43,455.48,455.48,808.2,1160.91
TRUE,TRUE,FALSE,TRUE,458.85,707.3,388.12,529.58,671.04,812.5
TRUE,TRUE,TRUE,FALSE,467.97,707.19,467.97,467.97,821.56,1175.16
FALSE,FALSE,TRUE,FALSE,60.49,878.49,60.49,60.49,499.74,938.98
TRUE,FALSE,TRUE,FALSE,221.34,886.49,221.34,221.34,664.59,1107.83
TRUE,TRUE,TRUE,TRUE,455.27,707.67,455.27,455.27,809.11,1162.94
TRUE,FALSE,FALSE,TRUE,212.09,881.36,123.95,300.23,476.5,652.77
TRUE,TRUE,TRUE,FALSE,466,699.97,466,466,815.99,1165.98
FALSE,FALSE,FALSE,TRUE,50.11,884.96,-38.39,138.61,315.6,492.59
TRUE,TRUE,FALSE,TRUE,458.02,706.62,387.36,528.68,670,811.33
FALSE,TRUE,FALSE,TRUE,274.57,699.69,204.61,344.54,484.48,624.42
TRUE,FALSE,TRUE,TRUE,219.24,888.79,219.24,219.24,663.64,1108.04
TRUE,FALSE,TRUE,FALSE,222.91,890.19,222.91,222.91,668,1113.1
TRUE,TRUE,FALSE,TRUE,454.52,704.2,384.1,524.94,665.78,806.62
TRUE,TRUE,TRUE,TRUE,455.67,705.58,455.67,455.67,808.46,1161.25
FALSE,TRUE,TRUE,TRUE,282.86,704.3,282.86,282.86,635.01,987.16
TRUE,FALSE,TRUE,FALSE,226.52,887.28,226.52,226.52,670.16,1113.81
FALSE,TRUE,TRUE,FALSE,293.68,700.02,293.68,293.68,643.69,993.7
TRUE,FALSE,FALSE,FALSE,227.23,882.39,138.99,315.46,491.94,668.42
FALSE,TRUE,FALSE,FALSE,291.92,697.68,222.15,361.69,501.22,640.76
TRUE,FALSE,TRUE,FALSE,223.25,882.68,223.25,223.25,664.59,1105.93
FALSE,FALSE,FALSE,FALSE,37.39,884.09,-51.02,125.8,302.61,479.43
TRUE,FALSE,TRUE,FALSE,222.34,887.04,222.34,222.34,665.86,1109.37
FALSE,TRUE,FALSE,TRUE,272.45,708.67,201.58,343.31,485.05,626.78
FALSE,TRUE,FALSE,FALSE,286.56,701.99,216.36,356.76,497.16,637.55
FALSE,FALSE,FALSE,FALSE,54.23,878.38,-33.61,142.07,317.74,493.42
TRUE,FALSE,FALSE,FALSE,222.91,885.13,134.4,311.43,488.45,665.48
FALSE,FALSE,FALSE,TRUE,48.82,887,-39.88,137.52,314.92,492.32
FALSE,TRUE,FALSE,FALSE,295.3,700.43,225.26,365.34,505.43,645.51
FALSE,TRUE,FALSE,TRUE,277.71,704.47,207.26,348.16,489.05,629.95
TRUE,TRUE,TRUE,TRUE,459.03,706.55,459.03,459.03,812.3,1165.58
TRUE,FALSE,FALSE,TRUE,219.69,884.37,131.25,308.13,485,661.88
TRUE,TRUE,TRUE,TRUE,462.21,704.53,462.21,462.21,814.47,1166.74
FALSE,TRUE,FALSE,TRUE,279.78,699.24,209.85,349.7,489.55,629.4
FALSE,FALSE,FALSE,FALSE,56.5,880.11,-31.51,144.51,320.54,496.56
TRUE,TRUE,TRUE,FALSE,467.63,704.2,467.63,467.63,819.73,1171.83
TRUE,TRUE,FALSE,TRUE,449.99,705.67,379.42,520.56,661.69,802.83
FALSE,TRUE,FALSE,TRUE,285.24,704.09,214.83,355.65,496.47,637.29
TRUE,FALSE,TRUE,TRUE,214.59,886.52,214.59,214.59,657.85,1101.12
TRUE,FALSE,TRUE,TRUE,213.29,883.4,213.29,213.29,654.99,1096.69
FALSE,TRUE,FALSE,FALSE,295.15,705.51,224.59,365.7,506.8,647.9
TRUE,FALSE,FALSE,FALSE,229.33,882.42,141.09,317.57,494.05,670.54
FALSE,TRUE,TRUE,FALSE,289.16,700.99,289.16,289.16,639.65,990.15
TRUE,FALSE,FALSE,TRUE,214.99,889.01,126.09,303.89,481.7,659.5
TRUE,TRUE,TRUE,TRUE,454.58,708.4,454.58,454.58,808.78,1162.98
TRUE,FALSE,FALSE,TRUE,211.16,884.71,122.69,299.63,476.57,653.51
FALSE,FALSE,FALSE,TRUE,45.34,879.79,-42.63,133.32,309.28,485.24
FALSE,FALSE,TRUE,FALSE,43.88,880.71,43.88,43.88,484.23,924.58
TRUE,FALSE,FALSE,FALSE,225.18,878.59,137.32,313.04,488.76,664.48
TRUE,FALSE,FALSE,TRUE,214.71,883.77,126.33,303.09,479.84,656.59
TRUE,FALSE,FALSE,TRUE,207.68,884.94,119.18,296.17,473.16,650.15
FALSE,TRUE,FALSE,FALSE,290.38,701.97,220.18,360.58,500.97,641.36
FALSE,FALSE,FALSE,FALSE,47.48,886.46,-41.17,136.12,313.42,490.71
FALSE,FALSE,FALSE,TRUE,37.76,885.45,-50.78,126.31,303.4,480.49
TRUE,TRUE,FALSE,TRUE,458.57,705.51,388.02,529.12,670.22,811.32
TRUE,TRUE,FALSE,TRUE,454.3,705.21,383.78,524.82,665.87,806.91
TRUE,TRUE,TRUE,TRUE,461.39,704.93,461.39,461.39,813.86,1166.32
TRUE,TRUE,TRUE,FALSE,465.63,702.91,465.63,465.63,817.08,1168.54
FALSE,FALSE,TRUE,TRUE,33,883.98,33,33,474.99,916.97
TRUE,TRUE,TRUE,TRUE,457.73,710.03,457.73,457.73,812.74,1167.76
FALSE,TRUE,TRUE,TRUE,282.28,705.73,282.28,282.28,635.15,988.02
FALSE,FALSE,FALSE,FALSE,46.11,882.97,-42.19,134.41,311,487.6
FALSE,TRUE,FALSE,TRUE,277.69,702.67,207.42,347.96,488.49,629.03
TRUE,FALSE,TRUE,TRUE,210.62,884.56,210.62,210.62,652.9,1095.17
FALSE,FALSE,TRUE,TRUE,32.1,884.94,32.1,32.1,474.57,917.04
FALSE,TRUE,FALSE,FALSE,290.59,704.7,220.12,361.07,502.01,642.95
TRUE,FALSE,FALSE,FALSE,239.74,885.1,151.23,328.25,505.26,682.28
TRUE,FALSE,TRUE,FALSE,221.12,881.08,221.12,221.12,661.66,1102.2
TRUE,TRUE,TRUE,FALSE,469.1,706.02,469.1,469.1,822.11,1175.12
TRUE,TRUE,TRUE,TRUE,461.6,706.98,461.6,461.6,815.08,1168.57
FALSE,FALSE,FALSE,TRUE,44.11,883.55,-44.24,132.47,309.18,485.89
TRUE,TRUE,FALSE,FALSE,460.58,699.76,390.61,530.56,670.51,810.46
TRUE,FALSE,TRUE,FALSE,220.56,887.69,220.56,220.56,664.41,1108.25
TRUE,TRUE,TRUE,TRUE,458.99,708.02,458.99,458.99,813,1167.01
TRUE,FALSE,TRUE,TRUE,212.82,887.35,212.82,212.82,656.49,1100.17
TRUE,FALSE,FALSE,FALSE,220.76,884.09,132.35,309.17,485.98,662.8
TRUE,FALSE,FALSE,FALSE,235.17,885.07,146.67,323.68,500.69,677.71
TRUE,TRUE,FALSE,FALSE,468.11,701.53,397.96,538.26,678.57,818.88
TRUE,TRUE,FALSE,TRUE,447.6,705.47,377.05,518.15,659.24,800.34
TRUE,FALSE,FALSE,FALSE,232.67,879.1,144.76,320.57,496.39,672.21
FALSE,TRUE,TRUE,TRUE,280.65,703.34,280.65,280.65,632.32,983.99
FALSE,TRUE,TRUE,TRUE,287.65,701.97,287.65,287.65,638.64,989.62
FALSE,FALSE,TRUE,TRUE,50.02,886.69,50.02,50.02,493.37,936.71
FALSE,FALSE,TRUE,TRUE,34.71,880.6,34.71,34.71,475.01,915.31
FALSE,TRUE,FALSE,FALSE,296,701.84,225.82,366.18,506.55,646.92
FALSE,TRUE,TRUE,FALSE,290.01,701.8,290.01,290.01,640.91,991.81
FALSE,TRUE,TRUE,FALSE,284.28,697.53,284.28,284.28,633.04,981.81
FALSE,TRUE,TRUE,TRUE,288.84,706.01,288.84,288.84,641.85,994.86
TRUE,TRUE,TRUE,TRUE,453.5,707.34,453.5,453.5,807.17,1160.84
FALSE,FALSE,TRUE,FALSE,49.66,883.87,49.66,49.66,491.6,933.54
FALSE,TRUE,FALSE,TRUE,280.63,704.76,210.15,351.1,492.05,633.01
FALSE,FALSE,TRUE,FALSE,42.3,886.28,42.3,42.3,485.44,928.58
FALSE,TRUE,TRUE,TRUE,280.02,705.22,280.02,280.02,632.63,985.24
FALSE,TRUE,FALSE,TRUE,279.15,704.01,208.75,349.55,490.36,631.16
FALSE,FALSE,TRUE,FALSE,46.63,885.58,46.63,46.63,489.42,932.21
TRUE,FALSE,TRUE,TRUE,211.12,884.85,211.12,211.12,653.54,1095.97
TRUE,FALSE,TRUE,FALSE,226.53,886.75,226.53,226.53,669.91,1113.29
TRUE,TRUE,FALSE,FALSE,465.93,702.69,395.66,536.2,676.74,817.28
FALSE,TRUE,FALSE,TRUE,279.59,704.76,209.12,350.07,491.02,631.98
TRUE,FALSE,FALSE,TRUE,222.86,884.28,134.44,311.29,488.15,665
TRUE,FALSE,FALSE,FALSE,222.93,881.55,134.77,311.08,487.39,663.7
TRUE,TRUE,FALSE,FALSE,461.39,702.85,391.1,531.67,672.24,812.81
TRUE,FALSE,FALSE,FALSE,225.44,883.48,137.09,313.78,490.48,667.18
FALSE,FALSE,FALSE,FALSE,54.2,885.82,-34.38,142.78,319.95,497.11
TRUE,TRUE,FALSE,FALSE,464.81,701.78,394.63,534.98,675.34,815.69
FALSE,FALSE,FALSE,TRUE,35.45,887.14,-53.27,124.16,301.59,479.02
FALSE,FALSE,FALSE,TRUE,49.9,886.52,-38.75,138.55,315.85,493.16
TRUE,FALSE,TRUE,FALSE,222.01,885.2,222.01,222.01,664.61,1107.21
TRUE,TRUE,TRUE,FALSE,463.37,700.69,463.37,463.37,813.72,1164.06
TRUE,FALSE,TRUE,TRUE,218.9,891.9,218.9,218.9,664.85,1110.8
FALSE,FALSE,TRUE,FALSE,52.03,881.89,52.03,52.03,492.98,933.93
TRUE,FALSE,TRUE,FALSE,232.89,882.64,232.89,232.89,674.21,1115.53
FALSE,FALSE,FALSE,FALSE,42.8,877.97,-44.99,130.6,306.2,481.79
TRUE,FALSE,FALSE,TRUE,220.03,885.44,131.49,308.57,485.66,662.75
TRUE,FALSE,FALSE,FALSE,230.07,882.1,141.86,318.28,494.7,671.12
TRUE,FALSE,FALSE,TRUE,225.66,883.34,137.33,314,490.66,667.33
TRUE,FALSE,FALSE,FALSE,229.53,879.55,141.57,317.48,493.39,669.3
FALSE,TRUE,FALSE,FALSE,290.42,698.17,220.61,360.24,499.88,639.51
TRUE,TRUE,FALSE,TRUE,460.25,710.38,389.21,531.29,673.37,815.44
TRUE,FALSE,TRUE,FALSE,224.32,883.06,224.32,224.32,665.85,1107.38
FALSE,FALSE,TRUE,FALSE,54.91,887.69,54.91,54.91,498.76,942.6
FALSE,TRUE,TRUE,TRUE,286.22,704.84,286.22,286.22,638.63,991.05
FALSE,TRUE,TRUE,TRUE,285.62,704.2,285.62,285.62,637.72,989.82
FALSE,FALSE,TRUE,FALSE,53.03,880.64,53.03,53.03,493.35,933.67
FALSE,TRUE,FALSE,FALSE,287.99,703.7,217.62,358.36,499.1,639.84
FALSE,FALSE,FALSE,TRUE,45.5,887.22,-43.22,134.22,311.67,489.11
TRUE,FALSE,TRUE,TRUE,212.55,890.04,212.55,212.55,657.58,1102.6
TRUE,FALSE,TRUE,TRUE,219.06,882.66,219.06,219.06,660.39,1101.72
TRUE,FALSE,FALSE,TRUE,215.82,886.97,127.12,304.52,481.91,659.3
FALSE,FALSE,FALSE,FALSE,44.27,883.54,-44.09,132.62,309.33,486.04
FALSE,FALSE,TRUE,TRUE,41.33,882.34,41.33,41.33,482.5,923.68
TRUE,TRUE,FALSE,FALSE,463.29,704.2,392.87,533.71,674.55,815.39
FALSE,TRUE,TRUE,TRUE,282.44,706.02,282.44,282.44,635.45,988.46
FALSE,FALSE,FALSE,FALSE,50.99,879.01,-36.91,138.89,314.69,490.49
FALSE,FALSE,TRUE,TRUE,35.47,884.2,35.47,35.47,477.57,919.67
TRUE,FALSE,FALSE,TRUE,214.01,883.58,125.66,302.37,479.09,655.8
TRUE,FALSE,TRUE,FALSE,240.93,877.07,240.93,240.93,679.46,1118
TRUE,FALSE,TRUE,TRUE,219.68,888.19,219.68,219.68,663.77,1107.86
TRUE,TRUE,FALSE,TRUE,451.42,709.43,380.48,522.36,664.25,806.13
TRUE,FALSE,FALSE,FALSE,224.14,879.8,136.16,312.12,488.09,664.05
FALSE,FALSE,TRUE,TRUE,39.81,887.52,39.81,39.81,483.57,927.33
FALSE,FALSE,FALSE,FALSE,51.7,883.16,-36.61,140.02,316.65,493.28
FALSE,FALSE,TRUE,FALSE,56.4,884.45,56.4,56.4,498.62,940.85
TRUE,FALSE,FALSE,FALSE,236,883.74,147.63,324.38,501.13,677.87
FALSE,TRUE,FALSE,FALSE,294.52,699.58,224.56,364.48,504.4,644.31
TRUE,TRUE,FALSE,FALSE,471.51,702.36,401.27,541.74,682.21,822.69
TRUE,FALSE,TRUE,FALSE,233.77,884.05,233.77,233.77,675.8,1117.83
FALSE,TRUE,TRUE,FALSE,287,705.01,287,287,639.5,992.01
FALSE,TRUE,TRUE,FALSE,285.82,701.66,285.82,285.82,636.65,987.48
FALSE,TRUE,FALSE,TRUE,277.56,699.92,207.56,347.55,487.53,627.52
TRUE,TRUE,FALSE,FALSE,465.33,704.75,394.86,535.81,676.76,817.71
FALSE,TRUE,TRUE,TRUE,279.31,701.81,279.31,279.31,630.21,981.11
TRUE,TRUE,FALSE,TRUE,453.47,704.69,383,523.94,664.88,805.82
TRUE,TRUE,FALSE,FALSE,468.19,704.41,397.75,538.63,679.51,820.39
FALSE,FALSE,FALSE,FALSE,60.26,887.82,-28.52,149.05,326.61,504.17
FALSE,TRUE,TRUE,TRUE,280.38,703.18,280.38,280.38,631.96,983.55
TRUE,TRUE,TRUE,TRUE,456.84,701.66,456.84,456.84,807.67,1158.5
FALSE,TRUE,FALSE,TRUE,276.2,705.18,205.68,346.71,487.75,628.78
TRUE,TRUE,FALSE,TRUE,450.86,706.74,380.19,521.54,662.89,804.23
FALSE,FALSE,TRUE,TRUE,51.21,884.38,51.21,51.21,493.4,935.59
TRUE,TRUE,TRUE,TRUE,459.22,703.27,459.22,459.22,810.85,1162.49
TRUE,FALSE,TRUE,FALSE,213.06,891.42,213.06,213.06,658.77,1104.47
TRUE,FALSE,FALSE,TRUE,220.97,888.43,132.13,309.82,487.5,665.19
TRUE,TRUE,FALSE,TRUE,451.18,700.36,381.14,521.21,661.28,801.36
TRUE,FALSE,FALSE,FALSE,222.25,888.24,133.43,311.07,488.72,666.37
TRUE,TRUE,FALSE,TRUE,455.89,707.91,385.1,526.68,668.27,809.85
FALSE,FALSE,FALSE,FALSE,44.88,876.8,-42.8,132.56,307.92,483.28
FALSE,TRUE,FALSE,FALSE,296.97,701.18,226.85,367.09,507.32,647.56
TRUE,FALSE,TRUE,FALSE,222.07,881.39,222.07,222.07,662.77,1103.46
FALSE,TRUE,TRUE,FALSE,287.02,704.68,287.02,287.02,639.36,991.7
TRUE,FALSE,FALSE,FALSE,223.38,886.82,134.7,312.06,489.43,666.79
TRUE,FALSE,TRUE,TRUE,224.36,883.13,224.36,224.36,665.92,1107.49
TRUE,TRUE,FALSE,TRUE,458.25,701.16,388.13,528.36,668.59,808.82
FALSE,FALSE,TRUE,TRUE,40.21,880.57,40.21,40.21,480.49,920.78
TRUE,TRUE,TRUE,TRUE,459.43,703.57,459.43,459.43,811.21,1163
FALSE,FALSE,FALSE,TRUE,49.04,879.12,-38.88,136.95,312.77,488.6
FALSE,FALSE,TRUE,FALSE,51.16,877.09,51.16,51.16,489.7,928.25
TRUE,FALSE,TRUE,TRUE,220.86,881.62,220.86,220.86,661.67,1102.48
FALSE,FALSE,TRUE,TRUE,40.53,877.84,40.53,40.53,479.45,918.36
TRUE,TRUE,TRUE,FALSE,470.35,702.78,470.35,470.35,821.74,1173.12
FALSE,TRUE,TRUE,TRUE,285.46,703.25,285.46,285.46,637.08,988.71
FALSE,FALSE,FALSE,TRUE,40.56,882.45,-47.69,128.8,305.29,481.78
FALSE,FALSE,TRUE,TRUE,42.53,886.94,42.53,42.53,486,929.47
TRUE,FALSE,TRUE,FALSE,225.61,885.79,225.61,225.61,668.51,1111.4
TRUE,FALSE,FALSE,TRUE,221.06,890.2,132.04,310.08,488.12,666.16
TRUE,FALSE,TRUE,TRUE,211.22,880.45,211.22,211.22,651.45,1091.67
TRUE,FALSE,TRUE,FALSE,233.46,885.94,233.46,233.46,676.43,1119.4
TRUE,TRUE,TRUE,TRUE,450.48,704.47,450.48,450.48,802.72,1154.96
TRUE,TRUE,FALSE,FALSE,470.52,704.27,400.1,540.95,681.8,822.66
TRUE,TRUE,FALSE,FALSE,469.31,707.42,398.57,540.05,681.54,823.02
TRUE,FALSE,TRUE,FALSE,231.38,880.74,231.38,231.38,671.75,1112.12
FALSE,FALSE,TRUE,FALSE,45.26,880.83,45.26,45.26,485.67,926.09
FALSE,FALSE,TRUE,TRUE,39.61,886.24,39.61,39.61,482.73,925.86
TRUE,FALSE,FALSE,TRUE,224.45,890.3,135.42,313.48,491.53,669.59
TRUE,TRUE,FALSE,FALSE,470.31,704.52,399.85,540.76,681.66,822.56
TRUE,TRUE,TRUE,TRUE,459.36,705.73,459.36,459.36,812.22,1165.09
TRUE,TRUE,TRUE,FALSE,471.75,702.2,471.75,471.75,822.85,1173.95
TRUE,TRUE,FALSE,TRUE,456.12,707.19,385.4,526.84,668.28,809.72
FALSE,FALSE,FALSE,FALSE,56.07,882.27,-32.16,144.3,320.75,497.21
FALSE,TRUE,TRUE,FALSE,292.45,698.92,292.45,292.45,641.91,991.37
TRUE,TRUE,FALSE,FALSE,461.57,705.31,391.04,532.1,673.16,814.22
FALSE,TRUE,FALSE,FALSE,294.54,704.42,224.09,364.98,505.86,646.75
FALSE,FALSE,TRUE,TRUE,36.09,883.24,36.09,36.09,477.71,919.34
FALSE,TRUE,TRUE,FALSE,292.35,698.07,292.35,292.35,641.39,990.42
TRUE,FALSE,TRUE,TRUE,212.7,883.75,212.7,212.7,654.57,1096.44
FALSE,FALSE,FALSE,FALSE,46.02,890.62,-43.04,135.09,313.21,491.33
FALSE,TRUE,TRUE,FALSE,287.84,696.9,287.84,287.84,636.29,984.74
TRUE,FALSE,TRUE,FALSE,221.96,883.51,221.96,221.96,663.71,1105.47
FALSE,TRUE,FALSE,TRUE,276.04,704.09,205.63,346.45,487.26,628.08
TRUE,FALSE,FALSE,FALSE,226.05,881.66,137.88,314.21,490.54,666.87
FALSE,TRUE,FALSE,FALSE,284.99,701.87,214.81,355.18,495.55,635.93
FALSE,TRUE,TRUE,FALSE,295.44,703.36,295.44,295.44,647.12,998.8
FALSE,TRUE,FALSE,FALSE,286.81,699.5,216.86,356.76,496.66,636.56
TRUE,TRUE,FALSE,TRUE,465.18,704.79,394.7,535.66,676.62,817.58
FALSE,TRUE,TRUE,TRUE,281.09,703.1,281.09,281.09,632.64,984.19
TRUE,TRUE,TRUE,FALSE,462.72,705.55,462.72,462.72,815.49,1168.27
TRUE,FALSE,FALSE,FALSE,226.5,881.79,138.32,314.68,491.04,667.4
FALSE,FALSE,TRUE,FALSE,49.17,884.71,49.17,49.17,491.53,933.88
TRUE,TRUE,FALSE,FALSE,455.89,704.1,385.48,526.3,667.12,807.94
TRUE,FALSE,TRUE,TRUE,200.66,887.39,200.66,200.66,644.36,1088.05
TRUE,TRUE,FALSE,FALSE,462.9,705.38,392.36,533.44,674.51,815.59
FALSE,FALSE,FALSE,FALSE,56.49,885.38,-32.05,145.02,322.1,499.17
FALSE,TRUE,FALSE,TRUE,286.23,704.95,215.73,356.72,497.71,638.7
TRUE,TRUE,TRUE,TRUE,459.73,702.65,459.73,459.73,811.06,1162.38
TRUE,TRUE,FALSE,FALSE,471.44,703.44,401.09,541.78,682.47,823.15
TRUE,TRUE,TRUE,TRUE,460.71,702.77,460.71,460.71,812.1,1163.49
FALSE,FALSE,TRUE,FALSE,51.62,877.63,51.62,51.62,490.43,929.25
FALSE,TRUE,TRUE,TRUE,288.3,698.8,288.3,288.3,637.7,987.1
FALSE,TRUE,TRUE,TRUE,278.68,703.77,278.68,278.68,630.56,982.45
TRUE,TRUE,FALSE,FALSE,463.22,703.11,392.91,533.53,674.15,814.77
TRUE,FALSE,FALSE,TRUE,222.47,885.17,133.95,310.99,488.02,665.05
